,title,year,movie,tv,Netflix,Disney+,Hulu,Prime Video,genre_action_adventure,genre_animation,genre_biography,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_horror,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_musical,genre_reality,genre_other,HBO,rating,IMDb,Rotten Tomatoes
3802,Casino Royale (2006) (4K UHD),2006,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3803,Casino Tycoon,1992,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,6.0,45.0
3804,Casino Tycoon 2,1992,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3805,Casino.sk,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3806,Cass,2008,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,R/TV-MA,6.5,56.0
3807,Cassandra's Dream,2008,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,,,
3808,Cast Away,2000,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,PG-13/TV-14,7.8,88.0
3809,Casting JonBenet,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,PG-13/TV-14,6.1,59.0
3810,Casting The Net,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3811,Castle,2009,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3812,Castle Rock,2018,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,R/TV-MA,7.6,77.0
3813,Castle and Castle,2021,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3814,Castle in the Sky,1986,1,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1.0,PG/TV-PG,8.0,96.0
3815,Castle of Stars,2015,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,,
3816,Castlevania,2021,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,,,
3817,Casual,2015,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,R/TV-MA,7.5,70.0
3818,Casual Encounters,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3819,Cat People,1982,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1.0,R/TV-MA,6.2,61.0
3820,Cat People,2021,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,6.3,56.0
3821,Cat on a Hot Tin Roof,1958,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3822,Catastrophe,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,,,
3823,Catch Hell,2014,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,,5.5,56.0
3824,Catch Me If You Can,2002,1,0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,PG-13/TV-14,8.1,87.0
3825,Catch-22,1970,1,0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3826,Catch-22,2019,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,R/TV-MA,7.8,73.0
3827,Catch.er,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,,3.7,29.0
3828,Catching Faith,2015,1,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,4.9,41.0
3829,Catching Feelings,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,,
3830,Catching Hell in the City of Angels,2017,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,,,
3831,Catching Milat,2015,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3832,Catching The Black Widow,2017,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,,,
3833,Catching Up,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
3834,Catching the Sun,2015,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
3835,Catfight,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3836,Catfish Colombia,2014,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3837,Catfish México,2018,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,,,
3838,Catfish: The TV Show,2012,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,PG-13/TV-14,7.1,66.0
3839,Cathedral of the Sea,2017,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3840,Catherine The Great,2015,0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3841,Catherine the Great,2019,0,1,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,,,
3842,Cats,2020,1,0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3843,Cats & Dogs,2001,1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,PG/TV-PG,5.1,54.0
3844,Cats & Dogs: The Revenge of Kitty Galore,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3845,Cattle Hill,2019,1,0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3846,Catwalk: Tales from the Cat Show Circuit,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
3847,Catwoman,2004,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0,PG-13/TV-14,3.4,9.0
3848,Caught,2015,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3849,Caught Up,1998,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,R/TV-MA,5.5,47.0
3850,Caught by a Wave,2021,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,PG-13/TV-14,5.8,54.0
3851,Caught on Camera,2015,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
3852,Cautious Hero: The Hero Is Overpowered But Overly Cautious,2019,0,1,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
3853,Cave,2016,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,,,
3854,Cave Club,2020,0,1,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3855,Caveman,1981,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,5.8,60.0
3856,Cavendish,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3857,Ceasefire,2017,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,,,
3858,Cedar Rapids,2011,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3859,Cedric the Entertainer: Live from the Ville,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,6.0,48.0
3860,Ceiling Fan for Sleep 9 hours,2017,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
3861,Celebrity Best Home Cook,2021,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3862,Celebrity Close Calls,2011,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,,,
3863,Celebrity Crush,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
3864,Celebrity Family Feud,2008,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,PG/TV-PG,6.3,56.0
3865,Celebrity Ghost Stories,2011,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3866,Celebrity Home Raiders,2014,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3867,Celebrity House Hunting,2012,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3868,Celebrity Marriage,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3869,Celebrity Paranormal Project,2006,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3870,Celebrity Wheel of Fortune,2021,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.3,44.0
3871,Celebrity Wife Swap,2012,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3872,Celebs Go Dating,2016,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3873,Celeste & Jesse Forever,2012,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
3874,Celeste Barber: Challenge Accepted,2019,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,
3875,Celia Pacquola: All Talk,2020,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3876,Cell 213,2014,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3877,Cells at Work!,2018,0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,PG-13/TV-14,7.6,58.0
3878,Cellular,2004,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.0,PG-13/TV-14,6.5,55.0
3879,Celluloid Man,2012,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
3880,Cemara's Family,2018,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3881,Censor,2021,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
3882,Centaurworld,2021,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,7.1,42.0
3883,Centennial,1978,0,1,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3884,Center Stage,2000,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3885,Center Stage: Turn It Up,2008,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
3886,Centigrade,2020,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,4.3,55.0
3887,Centipede,2004,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,R/TV-MA,3.0,39.0
3888,Century,1996,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3889,Cerebrum,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,,,
3890,Cesar Millan: Better Human Better Dog,2021,0,1,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
3891,Cesar Millan: The Real Story,2012,1,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,7.0,45.0
3892,Chaahat,1996,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,G/TV-G,5.5,50.0
3893,Chaar Sahibzaade,2014,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3894,Chacha Vidhayak Hain Humare,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3895,Chad Daniels: As Is,2012,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,,7.2,39.0
3896,Chadi Jawani Budhe Nu,1976,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,4.6,33.0
3897,Chai Kahani,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
3898,Chai Lai Angels: Dangerous Flowers,2009,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3899,Chairlift,2008,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,
3900,Chaitanyam,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3901,Chakwa,2003,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3902,Chal Bhaag,2014,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,PG/TV-PG,3.8,31.0
3903,Chal Dhar Pakad,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3904,Chal Mere Bhai,2000,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,,,
3905,Chalay Thay Saath,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3906,Chalk It Up,2016,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
3907,Challenger,2020,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
3908,Chalte Chalte,2003,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,PG-13/TV-14,6.6,60.0
3909,Chaman Bahaar,2020,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3910,Chamatkar,1992,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,PG/TV-PG,6.6,50.0
3911,Chambers,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,PG-13/TV-14,6.5,58.0
3912,Chameli,2004,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3913,Champ Against Champ,2007,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3914,"Champaign, Ill",2018,0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3915,Champion,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3916,Champion Joe,1980,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3917,Champions,2018,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG-13/TV-14,6.1,57.0
3918,Chance,2016,0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,R/TV-MA,7.7,69.0
3919,Chance,2021,1,0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3920,Chance Pe Dance,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,G/TV-G,4.7,47.0
3921,Chandani: The Daughter of the Elephant Whisperer,2010,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
3922,Chandni,1989,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,PG/TV-PG,6.8,55.0
3923,Chandni Multiple Test 3,2016,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3924,Chandramukhi,2005,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,,7.1,55.0
3925,Change in the Air,2018,1,0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,PG/TV-PG,5.6,47.0
3926,Changeland,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,R/TV-MA,5.7,55.0
3927,Changing Rooms,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,,,
3928,Changing the Game,2012,1,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3929,Changing the Game,2021,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,
3930,Chaos And Kindness,2021,0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,,,
3931,Chaos Dragon,2015,0,1,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3932,Chaos Walking,2021,1,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,,,
3933,Chaotic,2008,0,1,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3934,Chaotic Love Poems,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,,,
3935,Chaplin,1993,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3936,Chappaquiddick,2017,1,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
3937,Chappelle's Show,2005,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3938,Chappie,2015,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,,,
3939,Charade,1963,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,PG-13/TV-14,7.9,75.0
3940,Charité,2017,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,PG/TV-PG,7.9,59.0
3941,Charité at War,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3942,Charlene,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,,,
3943,Charles I Downfall of a King,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3944,Charlie Chaplin 2,2019,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3945,Charlie and Boots,2010,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3946,Charlie and the Chocolate Factory,2005,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3947,Charlie's Angels,2000,1,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3948,Charlie's Angels: Full Throttle,2003,1,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3949,Charlie's Colorforms City,2019,0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,G/TV-G,7.1,40.0
3950,Charlotte,2015,0,1,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,PG-13/TV-14,7.6,62.0
3951,Charlotte Moon Mysteries - Green on the Greens,2021,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3952,Charlotte's Web,1973,1,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,G/TV-G,6.9,66.0
3953,Charm City,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,,
3954,Charmed,2021,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,,
3955,Charming,2021,1,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3956,Chasers,1994,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,R/TV-MA,5.1,53.0
3957,Chashme Baddoor,2013,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,5.4,44.0
3958,Chashme Bahaddar,2006,1,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3959,Chashme Buddoor,2013,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,
3960,Chasing,2021,1,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3961,Chasing Amy,1997,1,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
3962,Chasing Angel,2019,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,,,
3963,Chasing Cameron,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,PG/TV-PG,3.7,36.0
3964,Chasing Coral,2017,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,8.1,85.0
3965,Chasing Happiness,2019,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,7.8,75.0
3966,Chasing Monsters,2016,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,,,
3967,Chasing November,2017,0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,,,
3968,Chasing Papi,2003,1,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,,,
3969,Chasing Sleep,2001,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,
3970,Chasing The Crown: Dreamers to Streamers,2020,0,1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
3971,Chasing The Rain,2020,1,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,,,
3972,Chasing Trane,2016,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,,,
3973,Chasing Trane: The John Coltrane Documentary,2016,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,,,
3974,Chasing the Dragon,2017,1,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,,
